season,week,team_key,team_name,opp_key,opp_name,pts_for,pts_against
2010,3,242.l.71871.t.9,The Assbags,242.l.71871.t.6,Slack-Jaw'd Redman,92.16,51.44
2010,3,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.8,Ottoman Empire,83.3,101.3
2010,3,242.l.71871.t.10,the stunods,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,124.2,80.24
2010,4,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.8,Ottoman Empire,64.28,61.06
2010,4,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.1,Goat,104.12,107.58
2010,4,242.l.71871.t.1,Goat,242.l.71871.t.11,DickShinersConnivers,107.58,104.12
2010,4,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.6,Slack-Jaw'd Redman,55.14,83.96
2010,4,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.3,Professor Keystone,120.44,86.64
2010,4,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.5,BonerLoafCuntPasta,61.06,64.28
2010,4,242.l.71871.t.3,Professor Keystone,242.l.71871.t.2,MatsuisHouseofPorn,86.64,120.44
2010,4,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.10,the stunods,81.3,47.6
2010,4,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,83.96,55.14
2010,4,242.l.71871.t.9,The Assbags,242.l.71871.t.4,Wizard of Odds,73.96,109.34
2010,4,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.9,The Assbags,109.34,73.96
2010,4,242.l.71871.t.10,the stunods,242.l.71871.t.7,Rancid Douche Cunts,47.6,81.3
2010,5,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.9,The Assbags,53.96,97.74
2010,5,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.8,Ottoman Empire,106.38,96.76
2010,5,242.l.71871.t.1,Goat,242.l.71871.t.2,MatsuisHouseofPorn,99.78,125.94
2010,5,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.7,Rancid Douche Cunts,78.58,127.48
2010,5,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.1,Goat,125.94,99.78
2010,5,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.11,DickShinersConnivers,96.76,106.38
2010,5,242.l.71871.t.3,Professor Keystone,242.l.71871.t.10,the stunods,62.02,71.86
2010,5,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,127.48,78.58
2010,5,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.4,Wizard of Odds,80.2,91.64
2010,5,242.l.71871.t.9,The Assbags,242.l.71871.t.5,BonerLoafCuntPasta,97.74,53.96
2010,5,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.6,Slack-Jaw'd Redman,91.64,80.2
2010,5,242.l.71871.t.10,the stunods,242.l.71871.t.3,Professor Keystone,71.86,62.02
2010,6,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.6,Slack-Jaw'd Redman,81.18,81.58
2010,6,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.9,The Assbags,67.28,82.3
2010,6,242.l.71871.t.1,Goat,242.l.71871.t.10,the stunods,97.2,100.12
2010,6,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.4,Wizard of Odds,58.76,64.86
2010,6,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.8,Ottoman Empire,59.36,92.24
2010,6,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.2,MatsuisHouseofPorn,92.24,59.36
2010,6,242.l.71871.t.3,Professor Keystone,242.l.71871.t.7,Rancid Douche Cunts,112.52,87.58
2010,6,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.3,Professor Keystone,87.58,112.52
2010,6,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.5,BonerLoafCuntPasta,81.58,81.18
2010,6,242.l.71871.t.9,The Assbags,242.l.71871.t.11,DickShinersConnivers,82.3,67.28
2010,6,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,64.86,58.76
2010,6,242.l.71871.t.10,the stunods,242.l.71871.t.1,Goat,100.12,97.2
2010,7,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.4,Wizard of Odds,62.74,120.32
2010,7,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.6,Slack-Jaw'd Redman,106.86,44.98
2010,7,242.l.71871.t.1,Goat,242.l.71871.t.7,Rancid Douche Cunts,110.6,110.94
2010,7,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.3,Professor Keystone,46.58,82.5
2010,7,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.9,The Assbags,103.86,97.46
2010,7,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.10,the stunods,114.78,114.04
2010,7,242.l.71871.t.3,Professor Keystone,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,82.5,46.58
2010,7,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.1,Goat,110.94,110.6
2010,7,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.11,DickShinersConnivers,44.98,106.86
2010,7,242.l.71871.t.9,The Assbags,242.l.71871.t.2,MatsuisHouseofPorn,97.46,103.86
2010,7,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.5,BonerLoafCuntPasta,120.32,62.74
2010,7,242.l.71871.t.10,the stunods,242.l.71871.t.8,Ottoman Empire,114.04,114.78
2010,8,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,78.32,69.3
2010,8,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.4,Wizard of Odds,79.5,89.36
2010,8,242.l.71871.t.1,Goat,242.l.71871.t.3,Professor Keystone,114.26,68.0
2010,8,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.5,BonerLoafCuntPasta,69.3,78.32
2010,8,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.6,Slack-Jaw'd Redman,81.1,95.4
2010,8,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.7,Rancid Douche Cunts,70.14,77.12
2010,8,242.l.71871.t.3,Professor Keystone,242.l.71871.t.1,Goat,68.0,114.26
2010,8,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.8,Ottoman Empire,77.12,70.14
2010,8,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.2,MatsuisHouseofPorn,95.4,81.1
2010,8,242.l.71871.t.9,The Assbags,242.l.71871.t.10,the stunods,64.42,74.1
2010,8,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.11,DickShinersConnivers,89.36,79.5
2010,8,242.l.71871.t.10,the stunods,242.l.71871.t.9,The Assbags,74.1,64.42
2010,9,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.11,DickShinersConnivers,66.46,92.4
2010,9,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.5,BonerLoafCuntPasta,92.4,66.46
2010,9,242.l.71871.t.1,Goat,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,117.14,48.24
2010,9,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.1,Goat,48.24,117.14
2010,9,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.4,Wizard of Odds,106.3,93.5
2010,9,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.3,Professor Keystone,120.02,85.16
2010,9,242.l.71871.t.3,Professor Keystone,242.l.71871.t.8,Ottoman Empire,85.16,120.02
2010,9,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.9,The Assbags,113.9,77.06
2010,9,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.10,the stunods,95.82,77.0
2010,9,242.l.71871.t.9,The Assbags,242.l.71871.t.7,Rancid Douche Cunts,77.06,113.9
2010,9,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.2,MatsuisHouseofPorn,93.5,106.3
2010,9,242.l.71871.t.10,the stunods,242.l.71871.t.6,Slack-Jaw'd Redman,77.0,95.82
2010,10,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.2,MatsuisHouseofPorn,55.6,127.88
2010,10,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,123.84,95.56
2010,10,242.l.71871.t.1,Goat,242.l.71871.t.8,Ottoman Empire,115.5,101.82
2010,10,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.11,DickShinersConnivers,95.56,123.84
2010,10,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.5,BonerLoafCuntPasta,127.88,55.6
2010,10,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.1,Goat,101.82,115.5
2010,10,242.l.71871.t.3,Professor Keystone,242.l.71871.t.9,The Assbags,71.58,111.8
2010,10,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.6,Slack-Jaw'd Redman,93.42,97.88
2010,10,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.7,Rancid Douche Cunts,97.88,93.42
2010,10,242.l.71871.t.9,The Assbags,242.l.71871.t.3,Professor Keystone,111.8,71.58
2010,10,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.10,the stunods,103.84,105.56
2010,10,242.l.71871.t.10,the stunods,242.l.71871.t.4,Wizard of Odds,105.56,103.84
2010,11,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.10,the stunods,59.14,89.78
2010,11,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.2,MatsuisHouseofPorn,108.32,145.12
2010,11,242.l.71871.t.1,Goat,242.l.71871.t.9,The Assbags,110.48,101.64
2010,11,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.8,Ottoman Empire,52.72,90.02
2010,11,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.11,DickShinersConnivers,145.12,108.32
2010,11,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,90.02,52.72
2010,11,242.l.71871.t.3,Professor Keystone,242.l.71871.t.6,Slack-Jaw'd Redman,124.64,95.9
2010,11,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.4,Wizard of Odds,104.08,104.38
2010,11,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.3,Professor Keystone,95.9,124.64
2010,11,242.l.71871.t.9,The Assbags,242.l.71871.t.1,Goat,101.64,110.48
2010,11,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.7,Rancid Douche Cunts,104.38,104.08
2010,11,242.l.71871.t.10,the stunods,242.l.71871.t.5,BonerLoafCuntPasta,89.78,59.14
2010,12,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.7,Rancid Douche Cunts,71.0,110.42
2010,12,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.10,the stunods,84.48,78.58
2010,12,242.l.71871.t.1,Goat,242.l.71871.t.6,Slack-Jaw'd Redman,79.7,73.44
2010,12,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.2,MatsuisHouseofPorn,94.22,109.0
2010,12,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,109.0,94.22
2010,12,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.9,The Assbags,57.72,110.94
2010,12,242.l.71871.t.3,Professor Keystone,242.l.71871.t.4,Wizard of Odds,86.06,114.18
2010,12,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.5,BonerLoafCuntPasta,110.42,71.0
2010,12,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.1,Goat,73.44,79.7
2010,12,242.l.71871.t.9,The Assbags,242.l.71871.t.8,Ottoman Empire,110.94,57.72
2010,12,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.3,Professor Keystone,114.18,86.06
2010,12,242.l.71871.t.10,the stunods,242.l.71871.t.11,DickShinersConnivers,78.58,84.48
2010,13,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.3,Professor Keystone,72.2,89.02
2010,13,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.7,Rancid Douche Cunts,82.76,82.64
2010,13,242.l.71871.t.1,Goat,242.l.71871.t.4,Wizard of Odds,82.18,109.18
2010,13,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.9,The Assbags,89.64,124.14
2010,13,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.10,the stunods,124.4,77.62
2010,13,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.6,Slack-Jaw'd Redman,86.88,67.02
2010,13,242.l.71871.t.3,Professor Keystone,242.l.71871.t.5,BonerLoafCuntPasta,89.02,72.2
2010,13,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.11,DickShinersConnivers,82.64,82.76
2010,13,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.8,Ottoman Empire,67.02,86.88
2010,13,242.l.71871.t.9,The Assbags,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,124.14,89.64
2010,13,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.1,Goat,109.18,82.18
2010,13,242.l.71871.t.10,the stunods,242.l.71871.t.2,MatsuisHouseofPorn,77.62,124.4
2010,14,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.6,Slack-Jaw'd Redman,113.56,80.72
2010,14,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.2,MatsuisHouseofPorn,83.58,81.24
2010,14,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.8,Ottoman Empire,66.9,53.6
2010,14,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.11,DickShinersConnivers,81.24,83.58
2010,14,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,53.6,66.9
2010,14,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.9,The Assbags,89.72,83.36
2010,14,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.5,BonerLoafCuntPasta,80.72,113.56
2010,14,242.l.71871.t.9,The Assbags,242.l.71871.t.7,Rancid Douche Cunts,83.36,89.72
2010,15,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.10,the stunods,64.06,113.48
2010,15,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.1,Goat,95.86,113.2
2010,15,242.l.71871.t.1,Goat,242.l.71871.t.11,DickShinersConnivers,113.2,95.86
2010,15,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.3,Professor Keystone,38.96,70.3
2010,15,242.l.71871.t.2,MatsuisHouseofPorn,242.l.71871.t.9,The Assbags,64.12,68.02
2010,15,242.l.71871.t.8,Ottoman Empire,242.l.71871.t.6,Slack-Jaw'd Redman,78.88,86.66
2010,15,242.l.71871.t.3,Professor Keystone,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,70.3,38.96
2010,15,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.4,Wizard of Odds,129.7,50.74
2010,15,242.l.71871.t.6,Slack-Jaw'd Redman,242.l.71871.t.8,Ottoman Empire,86.66,78.88
2010,15,242.l.71871.t.9,The Assbags,242.l.71871.t.2,MatsuisHouseofPorn,68.02,64.12
2010,15,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.7,Rancid Douche Cunts,50.74,129.7
2010,15,242.l.71871.t.10,the stunods,242.l.71871.t.5,BonerLoafCuntPasta,113.48,64.06
2010,16,242.l.71871.t.5,BonerLoafCuntPasta,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,71.96,80.86
2010,16,242.l.71871.t.11,DickShinersConnivers,242.l.71871.t.4,Wizard of Odds,73.82,97.78
2010,16,242.l.71871.t.1,Goat,242.l.71871.t.7,Rancid Douche Cunts,116.86,100.42
2010,16,242.l.71871.t.12,KAAAAEEEDDINNGGGGGGG,242.l.71871.t.5,BonerLoafCuntPasta,80.86,71.96
2010,16,242.l.71871.t.3,Professor Keystone,242.l.71871.t.10,the stunods,90.06,59.88
2010,16,242.l.71871.t.7,Rancid Douche Cunts,242.l.71871.t.1,Goat,100.42,116.86
2010,16,242.l.71871.t.4,Wizard of Odds,242.l.71871.t.11,DickShinersConnivers,97.78,73.82
2010,16,242.l.71871.t.10,the stunods,242.l.71871.t.3,Professor Keystone,59.88,90.06
2011,1,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.4,Luck Is Mine,85.3,58.66
2011,1,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.8,MatsuisHouseofPorn,101.36,72.3
2011,1,257.l.44332.t.5,Goat,257.l.44332.t.9,The Assbags,87.5,133.48
2011,1,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.10,BonerLoafCuntPasta,58.66,85.3
2011,1,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.6,ConnivingCamJammers,72.3,101.36
2011,1,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.11,the stunods,102.88,102.66
2011,1,257.l.44332.t.7,Professor Keystone,257.l.44332.t.12,Slack-Jaw'd Redman,110.48,77.52
2011,1,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.1,The Horsemasters,88.46,112.28
2011,1,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.7,Professor Keystone,77.52,110.48
2011,1,257.l.44332.t.9,The Assbags,257.l.44332.t.5,Goat,133.48,87.5
2011,1,257.l.44332.t.1,The Horsemasters,257.l.44332.t.2,Rancid Douche Cunts,112.28,88.46
2011,1,257.l.44332.t.11,the stunods,257.l.44332.t.3,Ottoman Empire,102.66,102.88
2011,2,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.6,ConnivingCamJammers,112.7,84.44
2011,2,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.10,BonerLoafCuntPasta,84.44,112.7
2011,2,257.l.44332.t.5,Goat,257.l.44332.t.2,Rancid Douche Cunts,82.36,127.12
2011,2,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.12,Slack-Jaw'd Redman,81.38,119.28
2011,2,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.11,the stunods,84.72,112.5
2011,2,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.9,The Assbags,86.08,121.72
2011,2,257.l.44332.t.7,Professor Keystone,257.l.44332.t.1,The Horsemasters,143.62,110.0
2011,2,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.5,Goat,127.12,82.36
2011,2,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.4,Luck Is Mine,119.28,81.38
2011,2,257.l.44332.t.9,The Assbags,257.l.44332.t.3,Ottoman Empire,121.72,86.08
2011,2,257.l.44332.t.1,The Horsemasters,257.l.44332.t.7,Professor Keystone,110.0,143.62
2011,2,257.l.44332.t.11,the stunods,257.l.44332.t.8,MatsuisHouseofPorn,112.5,84.72
2011,3,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.4,Luck Is Mine,83.22,50.7
2011,3,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.7,Professor Keystone,90.12,88.18
2011,3,257.l.44332.t.5,Goat,257.l.44332.t.9,The Assbags,55.12,121.86
2011,3,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.10,BonerLoafCuntPasta,50.7,83.22
2011,3,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.2,Rancid Douche Cunts,102.34,101.4
2011,3,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.12,Slack-Jaw'd Redman,63.94,117.26
2011,3,257.l.44332.t.7,Professor Keystone,257.l.44332.t.6,ConnivingCamJammers,88.18,90.12
2011,3,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.8,MatsuisHouseofPorn,101.4,102.34
2011,3,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.3,Ottoman Empire,117.26,63.94
2011,3,257.l.44332.t.9,The Assbags,257.l.44332.t.5,Goat,121.86,55.12
2011,3,257.l.44332.t.1,The Horsemasters,257.l.44332.t.11,the stunods,128.9,107.7
2011,3,257.l.44332.t.11,the stunods,257.l.44332.t.1,The Horsemasters,107.7,128.9
2011,4,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.11,the stunods,75.12,93.04
2011,4,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.5,Goat,127.34,118.0
2011,4,257.l.44332.t.5,Goat,257.l.44332.t.6,ConnivingCamJammers,118.0,127.34
2011,4,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.9,The Assbags,47.64,89.34
2011,4,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.1,The Horsemasters,91.78,107.84
2011,4,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.7,Professor Keystone,123.64,109.52
2011,4,257.l.44332.t.7,Professor Keystone,257.l.44332.t.3,Ottoman Empire,109.52,123.64
2011,4,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.12,Slack-Jaw'd Redman,87.92,106.42
2011,4,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.2,Rancid Douche Cunts,106.42,87.92
2011,4,257.l.44332.t.9,The Assbags,257.l.44332.t.4,Luck Is Mine,89.34,47.64
2011,4,257.l.44332.t.1,The Horsemasters,257.l.44332.t.8,MatsuisHouseofPorn,107.84,91.78
2011,4,257.l.44332.t.11,the stunods,257.l.44332.t.10,BonerLoafCuntPasta,93.04,75.12
2011,5,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.2,Rancid Douche Cunts,113.64,86.58
2011,5,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.8,MatsuisHouseofPorn,95.16,121.2
2011,5,257.l.44332.t.5,Goat,257.l.44332.t.4,Luck Is Mine,86.76,48.98
2011,5,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.5,Goat,48.98,86.76
2011,5,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.6,ConnivingCamJammers,121.2,95.16
2011,5,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.1,The Horsemasters,79.0,98.78
2011,5,257.l.44332.t.7,Professor Keystone,257.l.44332.t.11,the stunods,68.64,122.16
2011,5,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.10,BonerLoafCuntPasta,86.58,113.64
2011,5,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.9,The Assbags,98.8,98.64
2011,5,257.l.44332.t.9,The Assbags,257.l.44332.t.12,Slack-Jaw'd Redman,98.64,98.8
2011,5,257.l.44332.t.1,The Horsemasters,257.l.44332.t.3,Ottoman Empire,98.78,79.0
2011,5,257.l.44332.t.11,the stunods,257.l.44332.t.7,Professor Keystone,122.16,68.64
2011,6,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.7,Professor Keystone,77.9,87.14
2011,6,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.9,The Assbags,86.48,110.96
2011,6,257.l.44332.t.5,Goat,257.l.44332.t.1,The Horsemasters,97.62,92.38
2011,6,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.2,Rancid Douche Cunts,92.12,114.22
2011,6,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.3,Ottoman Empire,50.28,72.98
2011,6,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.8,MatsuisHouseofPorn,72.98,50.28
2011,6,257.l.44332.t.7,Professor Keystone,257.l.44332.t.10,BonerLoafCuntPasta,87.14,77.9
2011,6,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.4,Luck Is Mine,114.22,92.12
2011,6,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.11,the stunods,75.3,84.72
2011,6,257.l.44332.t.9,The Assbags,257.l.44332.t.6,ConnivingCamJammers,110.96,86.48
2011,6,257.l.44332.t.1,The Horsemasters,257.l.44332.t.5,Goat,92.38,97.62
2011,6,257.l.44332.t.11,the stunods,257.l.44332.t.12,Slack-Jaw'd Redman,84.72,75.3
2011,7,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.8,MatsuisHouseofPorn,82.64,63.26
2011,7,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.4,Luck Is Mine,111.04,48.62
2011,7,257.l.44332.t.5,Goat,257.l.44332.t.7,Professor Keystone,83.02,67.4
2011,7,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.6,ConnivingCamJammers,48.62,111.04
2011,7,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.10,BonerLoafCuntPasta,63.26,82.64
2011,7,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.2,Rancid Douche Cunts,97.78,85.94
2011,7,257.l.44332.t.7,Professor Keystone,257.l.44332.t.5,Goat,67.4,83.02
2011,7,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.3,Ottoman Empire,85.94,97.78
2011,7,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.1,The Horsemasters,105.18,75.34
2011,7,257.l.44332.t.9,The Assbags,257.l.44332.t.11,the stunods,31.68,108.5
2011,7,257.l.44332.t.1,The Horsemasters,257.l.44332.t.12,Slack-Jaw'd Redman,75.34,105.18
2011,7,257.l.44332.t.11,the stunods,257.l.44332.t.9,The Assbags,108.5,31.68
2011,8,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.9,The Assbags,59.4,95.82
2011,8,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.1,The Horsemasters,117.5,66.12
2011,8,257.l.44332.t.5,Goat,257.l.44332.t.12,Slack-Jaw'd Redman,118.6,87.14
2011,8,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.8,MatsuisHouseofPorn,82.72,87.06
2011,8,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.4,Luck Is Mine,87.06,82.72
2011,8,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.11,the stunods,67.86,54.46
2011,8,257.l.44332.t.7,Professor Keystone,257.l.44332.t.2,Rancid Douche Cunts,69.52,144.58
2011,8,257.l.44332.t.2,Rancid Douche Cunts,257.l.44332.t.7,Professor Keystone,144.58,69.52
2011,8,257.l.44332.t.12,Slack-Jaw'd Redman,257.l.44332.t.5,Goat,87.14,118.6
2011,8,257.l.44332.t.9,The Assbags,257.l.44332.t.10,BonerLoafCuntPasta,95.82,59.4
2011,8,257.l.44332.t.1,The Horsemasters,257.l.44332.t.6,ConnivingCamJammers,66.12,117.5
2011,8,257.l.44332.t.11,the stunods,257.l.44332.t.3,Ottoman Empire,54.46,67.86
2011,9,257.l.44332.t.10,BonerLoafCuntPasta,257.l.44332.t.5,Goat,75.36,102.92
2011,9,257.l.44332.t.6,ConnivingCamJammers,257.l.44332.t.3,Ottoman Empire,84.8,77.22
2011,9,257.l.44332.t.5,Goat,257.l.44332.t.10,BonerLoafCuntPasta,102.92,75.36
2011,9,257.l.44332.t.4,Luck Is Mine,257.l.44332.t.1,The Horsemasters,79.5,111.86
2011,9,257.l.44332.t.8,MatsuisHouseofPorn,257.l.44332.t.12,Slack-Jaw'd Redman,82.0,112.8
2011,9,257.l.44332.t.3,Ottoman Empire,257.l.44332.t.6,ConnivingCamJammers,77.22,84.8
2011,9,257.l.44332.t.7,Professor Keystone,257.l.44332.t.9,The Assbags,108.88,88.08
